@relation InstanceResultListener

@attribute Key_Dataset {krkopt}
@attribute Key_Run {1,2,3}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.meta.AdaBoostM1,weka.classifiers.lazy.IBk,weka.classifiers.functions.SMO,weka.classifiers.functions.MultilayerPerceptron}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-U -M 2','-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -- -U -M 2','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"','-L 0.3 -M 0.2 -N 200 -V 0 -S 0 -E 20 -H a','-L 0.3 -M 0.2 -N 300 -V 0 -S 0 -E 20 -H a','-L 0.3 -M 0.2 -N 400 -V 0 -S 0 -E 20 -H a','-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a'}
@attribute Key_Scheme_version_ID {-217733168393644444,-1178107808933117974,-3080186098777067172,-6585883636378691736,-5990607817048210779}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 2921\nSize of the tree: 4989\n','Number of leaves: 2985\nSize of the tree: 5081\n','Number of leaves: 2927\nSize of the tree: 4999\n','Number of leaves: 3585\nSize of the tree: 6093\n','Number of leaves: 3538\nSize of the tree: 5987\n','Number of leaves: 3613\nSize of the tree: 6083\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

krkopt,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170131.1851,14026,14030,8292,5738,0,59.101924,40.898076,0,0.542586,0.050524,0.187772,50.765595,84.177018,49169.746487,2996214.24888,-2947044.502393,3.504615,213.55768,-210.053065,29386.999019,2.094583,838202.554543,0.541488,757,0.053832,680,0.946168,11952,0.458512,641,0.526792,0.541488,0.534039,0.481738,0.857114,0.484303,0.591019,0.048564,0.951436,0.408981,0.590076,0.591019,0.589362,0.542442,0.858654,0.530729,0.555568,0.591019,1.378,0.037,1.331299,0.037103,1331.299,37.103,2552516,1194500,1194840,79.978617,11.606874,'Number of leaves: 2921\nSize of the tree: 4989\n',4989,2921,2921
krkopt,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170131.1851,14029,14027,8413,5614,0,59.977187,40.022813,0,0.553075,0.049687,0.18633,49.924855,83.53335,49144.339958,3050495.33674,-3001350.996782,3.503553,217.473112,-213.969558,29725.202813,2.119142,847590.541034,0.572246,800,0.061208,773,0.938792,11856,0.427754,598,0.508582,0.572246,0.538539,0.485146,0.848518,0.465316,0.599772,0.046102,0.953898,0.400228,0.601187,0.599772,0.599782,0.554132,0.859381,0.539192,0.557666,0.599772,0.946,0.038,0.92726,0.038295,927.26,38.295,2600572,1194755,1194585,79.61788,11.446179,'Number of leaves: 2985\nSize of the tree: 5081\n',5081,2985,2985
krkopt,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170131.1851,14027,14029,8292,5737,0,59.106137,40.893863,0,0.543025,0.050559,0.188117,50.800732,84.332945,49158.597977,3109706.412143,-3060547.814166,3.50407,221.662728,-218.158658,29411.121869,2.096452,838758.756965,0.587983,822,0.064207,811,0.935793,11820,0.412017,576,0.503368,0.587983,0.542395,0.489197,0.85333,0.467552,0.591061,0.047905,0.952095,0.408939,0.591659,0.591061,0.590603,0.543559,0.855512,0.527535,0.561511,0.591061,0.733,0.046,0.73031,0.044148,730.31,44.148,2557640,1194585,1194755,79.171716,11.386731,'Number of leaves: 2927\nSize of the tree: 4999\n',4999,2927,2927
krkopt,1,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20170131.1851,14026,14030,8221,5809,0,58.595866,41.404134,0,0.537515,0.049364,0.18983,49.599999,85.099562,49169.746487,3530007.823023,-3480838.076536,3.504615,251.604264,-248.099649,29533.982787,2.105059,842394.958464,0.558655,781,0.056919,719,0.943081,11913,0.441345,617,0.520667,0.558655,0.538992,0.486344,0.841321,0.472061,0.585959,0.048495,0.951505,0.414041,0.585932,0.585959,0.585347,0.537446,0.846052,0.518141,0.56048,0.585959,0.836,0.046,0.811432,0.045366,811.432,45.366,3118372,1194500,1194840,76.593015,10.09543,'Number of leaves: 3585\nSize of the tree: 6093\n',6093,3585,3585
krkopt,2,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20170131.1851,14029,14027,8382,5645,0,59.756185,40.243815,0,0.550628,0.048417,0.187501,48.648773,84.058226,49144.339958,3482506.96377,-3433362.623812,3.503553,248.271688,-244.768135,29930.296777,2.133763,853438.632471,0.587983,822,0.062396,788,0.937604,11841,0.412017,576,0.510559,0.587983,0.546543,0.493925,0.839332,0.456264,0.597562,0.046374,0.953626,0.402438,0.599662,0.597562,0.597793,0.551919,0.849413,0.530607,0.565863,0.597562,0.876,0.042,0.861662,0.042225,861.662,42.225,3065784,1194755,1194585,76.873173,10.054815,'Number of leaves: 3538\nSize of the tree: 5987\n',5987,3538,3538
krkopt,3,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20170131.1851,14027,14029,8220,5809,0,58.592915,41.407085,0,0.53765,0.049372,0.19028,49.608853,85.302745,49158.597977,3591063.660394,-3541905.062417,3.50407,255.974315,-252.470245,29484.416604,2.101676,840849.007056,0.599428,838,0.067453,852,0.932547,11779,0.400572,560,0.495858,0.599428,0.542746,0.489531,0.832748,0.444923,0.585929,0.047833,0.952167,0.414071,0.588035,0.585929,0.586173,0.53885,0.844724,0.51588,0.558753,0.585929,0.822,0.055,0.807301,0.040811,807.301,40.811,3116784,1194585,1194755,76.163661,9.974972,'Number of leaves: 3613\nSize of the tree: 6083\n',6083,3613,3613
krkopt,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1178107808933117974,20170131.1851,14026,14030,8877,5153,0,63.271561,36.728439,0,0.589801,0.046659,0.178274,46.88278,79.919089,49169.746487,29886.729732,19283.016755,3.504615,2.130202,1.374413,30532.314742,2.176216,870870.28505,0.587268,821,0.041719,527,0.958281,12105,0.412732,577,0.60905,0.587268,0.597961,0.554477,0.923799,0.613427,0.632716,0.042485,0.957515,0.367284,0.632222,0.632716,0.632131,0.59003,0.902832,0.642914,0.602018,0.632716,7.804,0.291,7.576387,0.285388,7576.387,285.388,25299332,1194500,1194840,89.044904,26.296824,?,?,?,?
krkopt,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1178107808933117974,20170131.1851,14029,14027,8947,5080,0,63.784131,36.215869,0,0.595389,0.046632,0.177303,46.855821,79.48642,49144.339958,29519.515937,19624.824021,3.503553,2.104478,1.399075,30633.823342,2.183918,873499.133514,0.578684,809,0.04363,551,0.95637,12078,0.421316,589,0.594853,0.578684,0.586657,0.541663,0.908411,0.568754,0.637841,0.04215,0.95785,0.362159,0.637763,0.637841,0.637541,0.595844,0.90324,0.64086,0.602305,0.637841,7.586,0.346,7.354724,0.337676,7354.724,337.676,25201964,1194755,1194585,89.334854,28.508115,?,?,?,?
krkopt,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1178107808933117974,20170131.1851,14027,14029,8955,5074,0,63.832062,36.167938,0,0.596082,0.045759,0.178107,45.978067,79.845701,49158.597977,30365.964047,18792.63393,3.50407,2.164514,1.339556,30779.509443,2.193992,877783.009944,0.598712,837,0.04679,591,0.95321,12040,0.401288,561,0.586134,0.598712,0.592357,0.546744,0.915126,0.583883,0.638321,0.041909,0.958091,0.361679,0.638146,0.638321,0.638022,0.596363,0.901897,0.644394,0.62956,0.638321,6.381,0.274,6.266434,0.273311,6266.434,273.311,25422188,1194585,1194755,87.440302,23.551611,?,?,?,?
