@relation InstanceResultListener

@attribute Key_Dataset {letter}
@attribute Key_Run {1,2,3}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.meta.AdaBoostM1,weka.classifiers.lazy.IBk,weka.classifiers.functions.SMO,weka.classifiers.functions.MultilayerPerceptron}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-U -M 2','-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2','-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -- -U -M 2','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"','-L 0.3 -M 0.2 -N 200 -V 0 -S 0 -E 20 -H a','-L 0.3 -M 0.2 -N 300 -V 0 -S 0 -E 20 -H a','-L 0.3 -M 0.2 -N 400 -V 0 -S 0 -E 20 -H a','-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a'}
@attribute Key_Scheme_version_ID {-217733168393644444,-1178107808933117974,-3080186098777067172,-6585883636378691736,-5990607817048210779}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 552\nSize of the tree: 1103\n','Number of leaves: 591\nSize of the tree: 1181\n','Number of leaves: 567\nSize of the tree: 1133\n','Number of leaves: 578\nSize of the tree: 1155\n','Number of leaves: 633\nSize of the tree: 1265\n','Number of leaves: 601\nSize of the tree: 1201\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

letter,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170201.2359,6004,13996,11350,2646,0,81.094598,18.905402,0,0.803379,0.016284,0.112721,22.01648,58.615947,65778.578117,2143195.449869,-2077416.871753,4.699813,153.12914,-148.429328,53706.664423,3.837287,1142739.193096,0.911392,504,0.004091,55,0.995909,13388,0.088608,49,0.90161,0.911392,0.906475,0.90262,0.965943,0.842097,0.810946,0.007551,0.992449,0.189054,0.815189,0.810946,0.811833,0.804949,0.923034,0.739013,0.811506,0.810946,0.305,0.095,0.293285,0.068348,293.285,68.348,733859,992921,2311601,84.781366,5.101732,'Number of leaves: 552\nSize of the tree: 1103\n',1103,552,552
letter,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170201.2359,5998,14002,11220,2782,0,80.13141,19.86859,0,0.793362,0.017095,0.115058,23.113595,59.831097,65806.783347,2217615.282375,-2151808.499028,4.699813,158.378466,-153.678653,53153.71619,3.796152,1130973.959757,0.898734,497,0.004313,58,0.995687,13391,0.101266,56,0.895495,0.898734,0.897112,0.892875,0.949266,0.871346,0.801314,0.007931,0.992069,0.198686,0.80296,0.801314,0.801702,0.794002,0.919285,0.734349,0.801306,0.801314,0.222,0.062,0.216209,0.060324,216.209,60.324,785495,991931,2312591,84.295101,5.417083,'Number of leaves: 591\nSize of the tree: 1181\n',1181,591,591
letter,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20170201.2359,6002,13998,11234,2764,0,80.254322,19.745678,0,0.794638,0.016942,0.115541,22.90668,60.082306,65788.009882,2230513.612221,-2164725.602339,4.699815,159.345164,-154.64535,53040.856737,3.789174,1128573.697421,0.932971,515,0.002529,34,0.997471,13412,0.067029,37,0.938069,0.932971,0.935513,0.932877,0.973884,0.917735,0.802543,0.007889,0.992111,0.197457,0.805798,0.802543,0.803286,0.795878,0.919869,0.733081,0.802936,0.802543,0.203,0.061,0.19397,0.061037,193.97,61.037,753719,992591,2311931,83.86198,5.168046,'Number of leaves: 567\nSize of the tree: 1133\n',1133,567,567
letter,1,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20170201.2359,6004,13996,11353,2643,0,81.116033,18.883967,0,0.803601,0.016017,0.112362,21.655213,58.429194,65778.578117,2174028.147068,-2108249.568951,4.699813,155.332105,-150.632293,53858.548627,3.848139,1145970.896908,0.911392,504,0.004091,55,0.995909,13388,0.088608,49,0.90161,0.911392,0.906475,0.90262,0.965943,0.842097,0.81116,0.007543,0.992457,0.18884,0.81513,0.81116,0.812036,0.805092,0.922651,0.744978,0.811716,0.81116,0.234,0.06,0.228214,0.059811,228.214,59.811,768283,992921,2311601,84.917119,4.952514,'Number of leaves: 578\nSize of the tree: 1155\n',1155,578,578
letter,2,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20170201.2359,5998,14002,11227,2775,0,80.181403,19.818597,0,0.793882,0.016659,0.114568,22.523446,59.576432,65806.783347,2298634.35562,-2232827.572273,4.699813,164.164716,-159.464903,53327.161311,3.808539,1134664.424487,0.898734,497,0.004313,58,0.995687,13391,0.101266,56,0.895495,0.898734,0.897112,0.892875,0.949266,0.871346,0.801814,0.00791,0.99209,0.198186,0.80356,0.801814,0.802278,0.794583,0.91774,0.73577,0.801876,0.801814,0.227,0.059,0.226353,0.058816,226.353,58.816,841103,991931,2312591,84.080846,5.074824,'Number of leaves: 633\nSize of the tree: 1265\n',1265,633,633
letter,3,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20170201.2359,6002,13998,11240,2758,0,80.297185,19.702815,0,0.795084,0.016642,0.115365,22.500548,59.99103,65788.009882,2297700.883493,-2231912.873611,4.699815,164.144941,-159.445126,53166.741667,3.798167,1131252.206601,0.938406,518,0.002826,38,0.997174,13408,0.061594,34,0.931655,0.938406,0.935018,0.932347,0.974674,0.919661,0.802972,0.00787,0.99213,0.197028,0.806347,0.802972,0.803721,0.79636,0.918352,0.735742,0.803356,0.802972,0.186,0.055,0.17381,0.054045,173.81,54.045,798735,992591,2311931,83.747678,4.966094,'Number of leaves: 601\nSize of the tree: 1201\n',1201,601,601
letter,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1178107808933117974,20170201.2359,6004,13996,12692,1304,0,90.683052,9.316948,0,0.903099,0.007383,0.076688,9.981957,39.878333,65778.578117,10899.992257,54878.58586,4.699813,0.778793,3.921019,60324.104871,4.310096,1283541.245108,0.960217,531,0.001265,17,0.998735,13426,0.039783,22,0.968978,0.960217,0.964578,0.963138,0.999206,0.990918,0.906831,0.003731,0.996269,0.093169,0.907754,0.906831,0.906937,0.903406,0.995516,0.960272,0.906728,0.906831,2.799,0.441,2.717121,0.432474,2717.121,432.474,7500575,992921,2311601,94.505573,4.661222,?,?,?,?
letter,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1178107808933117974,20170201.2359,5998,14002,12727,1275,0,90.894158,9.105842,0,0.905295,0.007141,0.075846,9.655122,39.440676,65806.783347,10853.216219,54953.567128,4.699813,0.775119,3.924694,60487.021896,4.319884,1287007.787417,0.962025,532,0.001264,17,0.998736,13432,0.037975,21,0.969035,0.962025,0.965517,0.964112,0.999252,0.991306,0.908942,0.003645,0.996355,0.091058,0.909847,0.908942,0.909092,0.905618,0.995544,0.961207,0.908882,0.908942,2.662,0.626,2.571049,0.42486,2571.049,424.86,7578691,991931,2312591,94.529353,4.608133,?,?,?,?
letter,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1178107808933117974,20170201.2359,6002,13998,12729,1269,0,90.934419,9.065581,0,0.905714,0.007217,0.076374,9.758381,39.715377,65788.009882,11087.650305,54700.359577,4.699815,0.792088,3.907727,60400.585964,4.314944,1285169.901499,0.96558,533,0.001636,22,0.998364,13424,0.03442,19,0.96036,0.96558,0.962963,0.961442,0.999213,0.990993,0.909344,0.003618,0.996382,0.090656,0.910682,0.909344,0.909551,0.906184,0.99565,0.960307,0.909255,0.909344,2.192,0.403,2.173249,0.402896,2173.249,402.896,7411867,992591,2311931,94.242035,4.593239,?,?,?,?
