0, 0.001, 1000
1, 0.001, 1000
2, 0.013, 1000
3, 0.003, 1000
4, 0.007, 1000
5, 0.0, 1000
6, 0.015, 1000
7, 0.117, 1000
8, 0.084, 1000
9, 0.007, 1000
10, 0.005, 1000
11, 0.004, 1000
12, 0.002, 1000
13, 0.004, 1000
14, 0.002, 1000
15, 0.002, 1000
16, 0.016, 1000
17, 0.002, 1000
18, 0.01, 1000
19, 0.02, 1000
20, 0.003, 1000
21, 0.005, 1000
22, 0.086, 1000
23, 0.003, 1000
24, 0.001, 1000
25, 0.001, 1000
26, 0.004, 1000
27, 0.004, 1000
28, 0.046, 1000
29, 0.005, 1000
30, 0.021, 1000
31, 0.008, 1000
32, 0.001, 1000
33, 0.006, 1000
34, 0.048, 1000
35, 0.008, 1000
36, 0.018, 1000
37, 0.001, 1000
38, 0.3, 1000
39, 0.005, 1000
40, 0.443, 1000
41, 0.001, 1000
42, 0.0, 1000
43, 0.046, 1000
44, 0.014, 1000
45, 0.001, 1000
46, 0.396, 1000
47, 0.009, 1000
48, 0.025, 1000
49, 0.097, 1000
50, 0.42, 10000
51, 0.698, 10000
52, 0.74, 10000
53, 0.803, 10000
54, 0.277, 10000
55, 0.47, 10000
56, 0.538, 10000
57, 0.418, 10000
58, 0.669, 10000
59, 0.332, 10000
60, 0.655, 10000
61, 0.746, 10000
62, 0.371, 10000
63, 0.806, 10000
64, 0.694, 10000
65, 0.584, 10000
66, 0.503, 10000
67, 0.539, 10000
68, 0.651, 10000
69, 0.338, 10000
70, 0.858, 10000
71, 0.493, 10000
72, 0.469, 10000
73, 0.791, 10000
74, 0.256, 10000
75, 0.206, 10000
76, 0.748, 10000
77, 0.297, 10000
78, 0.771, 10000
79, 0.698, 10000
80, 0.491, 10000
81, 0.615, 10000
82, 0.527, 10000
83, 0.629, 10000
84, 0.525, 10000
85, 0.79, 10000
86, 0.77, 10000
87, 0.0, 10000
88, 0.093, 10000
89, 0.274, 10000
90, 0.304, 10000
91, 0.364, 10000
92, 0.524, 10000
93, 0.481, 10000
94, 0.323, 10000
95, 0.851, 10000
96, 0.761, 10000
97, 0.769, 10000
98, 0.75, 10000
99, 0.266, 10000
100, 0.365, 100000
101, 0.786, 100000
102, 0.824, 100000
103, 0.515, 100000
104, 0.601, 100000
105, 0.762, 100000
106, 0.757, 100000
107, 0.252, 100000
108, 0.593, 100000
109, 0.252, 100000
110, 0.567, 100000
111, 0.191, 100000
112, 0.607, 100000
113, 0.563, 100000
114, 0.492, 100000
115, 0.578, 100000
116, 0.516, 100000
117, 0.386, 100000
118, 0.484, 100000
119, 0.862, 100000
120, 0.48, 100000
121, 0.723, 100000
122, 0.56, 100000
123, 0.644, 100000
124, 0.705, 100000
125, 0.77, 100000
126, 0.004, 100000
127, 0.691, 100000
128, 0.167, 100000
129, 0.599, 100000
130, 0.639, 100000
131, 0.472, 100000
132, 0.638, 100000
133, 0.669, 100000
134, 0.628, 100000
135, 0.39, 100000
136, 0.807, 100000
137, 0.515, 100000
138, 0.455, 100000
139, 0.505, 100000
140, 0.728, 100000
141, 0.588, 100000
142, 0.491, 100000
143, 0.665, 100000
144, 0.512, 100000
145, 0.777, 100000
146, 0.553, 100000
147, 0.702, 100000
148, 0.456, 100000
149, 0.376, 100000
150, 0.401, 1000000
151, 0.637, 1000000
152, 0.505, 1000000
153, 0.315, 1000000
154, 0.584, 1000000
155, 0.67, 1000000
156, 0.434, 1000000
157, 0.786, 1000000
158, 0.487, 1000000
159, 0.753, 1000000
160, 0.844, 1000000
161, 0.761, 1000000
162, 0.81, 1000000
163, 0.853, 1000000
164, 0.433, 1000000
165, 0.374, 1000000
166, 0.684, 1000000
167, 0.842, 1000000
168, 0.493, 1000000
169, 0.58, 1000000
170, 0.713, 1000000
171, 0.591, 1000000
172, 0.765, 1000000
173, 0.507, 1000000
174, 0.721, 1000000
175, 0.605, 1000000
176, 0.602, 1000000
177, 0.693, 1000000
178, 0.697, 1000000
179, 0.373, 1000000
180, 0.689, 1000000
181, 0.487, 1000000
182, 0.487, 1000000
183, 0.48, 1000000
184, 0.251, 1000000
185, 0.576, 1000000
186, 0.848, 1000000
187, 0.646, 1000000
188, 0.493, 1000000
189, 0.697, 1000000
190, 0.682, 1000000
191, 0.445, 1000000
192, 0.837, 1000000
193, 0.511, 1000000
194, 0.52, 1000000
195, 0.589, 1000000
196, 0.642, 1000000
197, 0.735, 1000000
198, 0.542, 1000000
199, 0.681, 1000000
200, 0.694, 10000000
201, 0.528, 10000000
202, 0.768, 10000000
